inventory_id,warehouse_id,warehouse_name,warehouse_state,warehouse_region,product_id,product_name,brand_name,stock_available,reorder_level,max_capacity,stock_status,days_of_supply,last_updated
INV00383,WH010,Kolkata WH,West Bengal,East,PRD032,Diaper Pants M 30pcs,Huggies,761,121,1210,Overstocked,188.7,2024-12-12
INV00384,WH010,Kolkata WH,West Bengal,East,PRD033,Whey Protein 500g,Ensure,631,98,980,Overstocked,193.2,2024-12-03
INV00385,WH010,Kolkata WH,West Bengal,East,PRD034,Immunity Syrup 200ml,Dabur Chyawanprash,131,129,1290,Healthy,30.5,2024-12-12
INV00386,WH010,Kolkata WH,West Bengal,East,PRD035,Pain Relief Gel 30g,Volini,283,133,1330,Healthy,63.8,2024-12-13
INV00387,WH010,Kolkata WH,West Bengal,East,PRD036,Energy Bar 50g,RiteBite,152,79,790,Healthy,57.7,2024-12-27
INV00388,WH010,Kolkata WH,West Bengal,East,PRD037,Mouthwash 250ml,Listerine,234,87,870,Healthy,80.7,2024-12-31
INV00389,WH010,Kolkata WH,West Bengal,East,PRD038,Hand Sanitizer 100ml,Dettol,79,96,960,Low Stock,24.7,2024-12-04
INV00390,WH010,Kolkata WH,West Bengal,East,PRD039,Glucose Powder 500g,Glucon-D,180,88,880,Healthy,61.4,2024-12-12
INV00391,WH011,Bhopal WH,Madhya Pradesh,Central,PRD001,Shampoo 200ml,Sunsilk,292,187,1870,Healthy,46.8,2024-12-10
INV00392,WH011,Bhopal WH,Madhya Pradesh,Central,PRD002,Anti-Dandruff Shampoo,Head & Shoulders,85,174,1740,Low Stock,14.7,2024-12-05
INV00393,WH011,Bhopal WH,Madhya Pradesh,Central,PRD003,Face Wash 100g,Himalaya,414,84,840,Overstocked,147.9,2024-12-07
INV00394,WH011,Bhopal WH,Madhya Pradesh,Central,PRD004,Body Lotion 300ml,Vaseline,375,170,1700,Healthy,66.2,2024-12-19
INV00395,WH011,Bhopal WH,Madhya Pradesh,Central,PRD005,Talcum Powder 150g,Ponds,225,195,1950,Healthy,34.6,2024-12-14
INV00396,WH011,Bhopal WH,Madhya Pradesh,Central,PRD006,Herbal Hair Oil 100ml,Dabur Amla,1334,197,1970,Overstocked,203.1,2024-12-13
INV00397,WH011,Bhopal WH,Madhya Pradesh,Central,PRD007,Whitening Toothpaste,Colgate,10,122,1220,Low Stock,2.5,2024-12-11
INV00398,WH011,Bhopal WH,Madhya Pradesh,Central,PRD008,Charcoal Toothpaste,Patanjali,130,96,960,Healthy,40.6,2024-12-30
INV00399,WH011,Bhopal WH,Madhya Pradesh,Central,PRD009,Deo Spray 150ml,Axe,21,75,750,Low Stock,8.4,2024-12-21
INV00400,WH011,Bhopal WH,Madhya Pradesh,Central,PRD010,Perfume Deo 150ml,Fogg,115,88,880,Healthy,39.2,2024-12-31
INV00401,WH011,Bhopal WH,Madhya Pradesh,Central,PRD011,Moisturizing Soap 100g,Dove,68,150,1500,Low Stock,13.6,2024-12-25
INV00402,WH011,Bhopal WH,Madhya Pradesh,Central,PRD012,Neem Soap 100g,Medimix,191,78,780,Healthy,73.5,2024-12-05
INV00403,WH011,Bhopal WH,Madhya Pradesh,Central,PRD013,Detergent Powder 1kg,Surf Excel,194,67,670,Healthy,86.9,2024-12-15
INV00404,WH011,Bhopal WH,Madhya Pradesh,Central,PRD014,Fabric Softener 500ml,Comfort,358,157,1570,Healthy,68.4,2024-12-06
INV00405,WH011,Bhopal WH,Madhya Pradesh,Central,PRD015,Dish Wash Liquid 500ml,Vim,147,142,1420,Healthy,31.1,2024-12-31
INV00406,WH011,Bhopal WH,Madhya Pradesh,Central,PRD016,Floor Cleaner 1L,Lizol,617,152,1520,Overstocked,121.8,2024-12-18
INV00407,WH011,Bhopal WH,Madhya Pradesh,Central,PRD017,Toilet Cleaner 500ml,Harpic,68,179,1790,Low Stock,11.4,2024-12-10
INV00408,WH011,Bhopal WH,Madhya Pradesh,Central,PRD018,All-Purpose Spray 400ml,Colin,512,114,1140,Overstocked,134.7,2024-12-15
INV00409,WH011,Bhopal WH,Madhya Pradesh,Central,PRD019,Cream Biscuits 200g,Oreo,215,177,1770,Healthy,36.4,2024-12-24
INV00410,WH011,Bhopal WH,Madhya Pradesh,Central,PRD020,Instant Noodles 75g,Maggi,1226,182,1820,Overstocked,202.1,2024-12-18
INV00411,WH011,Bhopal WH,Madhya Pradesh,Central,PRD021,Refined Sunflower Oil 1L,Fortune,41,75,750,Low Stock,16.4,2024-12-11
INV00412,WH011,Bhopal WH,Madhya Pradesh,Central,PRD022,Masala Chai 250g,Tata Tea,433,145,1450,Healthy,89.6,2024-12-08
INV00413,WH011,Bhopal WH,Madhya Pradesh,Central,PRD023,Instant Coffee 50g,Nescafe,1171,150,1500,Overstocked,234.2,2024-12-31
INV00414,WH011,Bhopal WH,Madhya Pradesh,Central,PRD024,Mixed Masala 100g,MDH,191,81,810,Healthy,70.7,2024-12-03
INV00415,WH011,Bhopal WH,Madhya Pradesh,Central,PRD025,Mixed Fruit Jam 250g,Kissan,195,118,1180,Healthy,49.6,2024-12-15
INV00416,WH011,Bhopal WH,Madhya Pradesh,Central,PRD026,Tomato Ketchup 500g,Heinz,1089,160,1600,Overstocked,204.2,2024-12-14
INV00417,WH011,Bhopal WH,Madhya Pradesh,Central,PRD027,Cornflakes 500g,Kelloggs,170,169,1690,Healthy,30.2,2024-12-06
INV00418,WH011,Bhopal WH,Madhya Pradesh,Central,PRD028,Baby Lotion 200ml,Johnson's,384,194,1940,Healthy,59.4,2024-12-22
INV00419,WH011,Bhopal WH,Madhya Pradesh,Central,PRD029,Baby Wipes 80pcs,Pampers,433,190,1900,Healthy,68.4,2024-12-13
INV00420,WH011,Bhopal WH,Madhya Pradesh,Central,PRD030,Baby Powder 100g,Johnson's,58,68,680,Low Stock,25.6,2025-01-01
INV00421,WH011,Bhopal WH,Madhya Pradesh,Central,PRD031,Baby Shampoo 100ml,Himalaya,336,128,1280,Healthy,78.8,2024-12-16
INV00422,WH011,Bhopal WH,Madhya Pradesh,Central,PRD032,Diaper Pants M 30pcs,Huggies,107,160,1600,Low Stock,20.1,2024-12-13
INV00423,WH011,Bhopal WH,Madhya Pradesh,Central,PRD033,Whey Protein 500g,Ensure,137,148,1480,Low Stock,27.8,2024-12-11
INV00424,WH011,Bhopal WH,Madhya Pradesh,Central,PRD034,Immunity Syrup 200ml,Dabur Chyawanprash,38,183,1830,Low Stock,6.2,2024-12-25
INV00425,WH011,Bhopal WH,Madhya Pradesh,Central,PRD035,Pain Relief Gel 30g,Volini,336,170,1700,Healthy,59.3,2024-12-03
INV00426,WH011,Bhopal WH,Madhya Pradesh,Central,PRD036,Energy Bar 50g,RiteBite,214,87,870,Healthy,73.8,2024-12-12
INV00427,WH011,Bhopal WH,Madhya Pradesh,Central,PRD037,Mouthwash 250ml,Listerine,270,100,1000,Healthy,81.0,2024-12-29
INV00428,WH011,Bhopal WH,Madhya Pradesh,Central,PRD038,Hand Sanitizer 100ml,Dettol,66,74,740,Low Stock,26.8,2025-01-01
INV00429,WH011,Bhopal WH,Madhya Pradesh,Central,PRD039,Glucose Powder 500g,Glucon-D,190,69,690,Healthy,82.6,2024-12-02
INV00430,WH012,Patna WH,Bihar,East,PRD001,Shampoo 200ml,Sunsilk,205,78,780,Healthy,78.8,2024-12-19
INV00431,WH012,Patna WH,Bihar,East,PRD002,Anti-Dandruff Shampoo,Head & Shoulders,196,72,720,Healthy,81.7,2024-12-29
INV00432,WH012,Patna WH,Bihar,East,PRD003,Face Wash 100g,Himalaya,173,139,1390,Healthy,37.3,2024-12-29
INV00433,WH012,Patna WH,Bihar,East,PRD004,Body Lotion 300ml,Vaseline,311,146,1460,Healthy,63.9,2024-12-20
INV00434,WH012,Patna WH,Bihar,East,PRD005,Talcum Powder 150g,Ponds,107,123,1230,Low Stock,26.1,2024-12-13
INV00435,WH012,Patna WH,Bihar,East,PRD006,Herbal Hair Oil 100ml,Dabur Amla,156,89,890,Healthy,52.6,2024-12-25
INV00436,WH012,Patna WH,Bihar,East,PRD007,Whitening Toothpaste,Colgate,466,194,1940,Healthy,72.1,2024-12-29
INV00437,WH012,Patna WH,Bihar,East,PRD008,Charcoal Toothpaste,Patanjali,103,151,1510,Low Stock,20.5,2024-12-05
INV00438,WH012,Patna WH,Bihar,East,PRD009,Deo Spray 150ml,Axe,143,85,850,Healthy,50.5,2024-12-10
INV00439,WH012,Patna WH,Bihar,East,PRD010,Perfume Deo 150ml,Fogg,31,175,1750,Low Stock,5.3,2024-12-18
INV00440,WH012,Patna WH,Bihar,East,PRD011,Moisturizing Soap 100g,Dove,363,142,1420,Healthy,76.7,2024-12-03
INV00441,WH012,Patna WH,Bihar,East,PRD012,Neem Soap 100g,Medimix,165,191,1910,Low Stock,25.9,2024-12-29
INV00442,WH012,Patna WH,Bihar,East,PRD013,Detergent Powder 1kg,Surf Excel,222,154,1540,Healthy,43.2,2024-12-16
INV00443,WH012,Patna WH,Bihar,East,PRD014,Fabric Softener 500ml,Comfort,229,110,1100,Healthy,62.5,2024-12-14
INV00444,WH012,Patna WH,Bihar,East,PRD015,Dish Wash Liquid 500ml,Vim,161,83,830,Healthy,58.2,2024-12-04
INV00445,WH012,Patna WH,Bihar,East,PRD016,Floor Cleaner 1L,Lizol,4,198,1980,Low Stock,0.6,2024-12-07
INV00446,WH012,Patna WH,Bihar,East,PRD017,Toilet Cleaner 500ml,Harpic,1411,196,1960,Overstocked,216.0,2024-12-18
INV00447,WH012,Patna WH,Bihar,East,PRD018,All-Purpose Spray 400ml,Colin,570,130,1300,Overstocked,131.5,2024-12-28
INV00448,WH012,Patna WH,Bihar,East,PRD019,Cream Biscuits 200g,Oreo,524,111,1110,Overstocked,141.6,2024-12-15
INV00449,WH012,Patna WH,Bihar,East,PRD020,Instant Noodles 75g,Maggi,353,122,1220,Healthy,86.8,2024-12-11
INV00450,WH012,Patna WH,Bihar,East,PRD021,Refined Sunflower Oil 1L,Fortune,882,162,1620,Overstocked,163.3,2024-12-23
INV00451,WH012,Patna WH,Bihar,East,PRD022,Masala Chai 250g,Tata Tea,164,102,1020,Healthy,48.2,2024-12-05
INV00452,WH012,Patna WH,Bihar,East,PRD023,Instant Coffee 50g,Nescafe,140,145,1450,Low Stock,29.0,2024-12-21
INV00453,WH012,Patna WH,Bihar,East,PRD024,Mixed Masala 100g,MDH,645,138,1380,Overstocked,140.2,2024-12-11
INV00454,WH012,Patna WH,Bihar,East,PRD025,Mixed Fruit Jam 250g,Kissan,118,69,690,Healthy,51.3,2024-12-04
INV00455,WH012,Patna WH,Bihar,East,PRD026,Tomato Ketchup 500g,Heinz,310,145,1450,Healthy,64.1,2024-12-10
INV00456,WH012,Patna WH,Bihar,East,PRD027,Cornflakes 500g,Kelloggs,22,61,610,Low Stock,10.8,2024-12-07
INV00457,WH012,Patna WH,Bihar,East,PRD028,Baby Lotion 200ml,Johnson's,109,69,690,Healthy,47.4,2024-12-02
INV00458,WH012,Patna WH,Bihar,East,PRD029,Baby Wipes 80pcs,Pampers,762,182,1820,Overstocked,125.6,2024-12-03
INV00459,WH012,Patna WH,Bihar,East,PRD030,Baby Powder 100g,Johnson's,362,155,1550,Healthy,70.1,2024-12-29
INV00460,WH012,Patna WH,Bihar,East,PRD031,Baby Shampoo 100ml,Himalaya,122,53,530,Healthy,69.1,2024-12-22
INV00461,WH012,Patna WH,Bihar,East,PRD032,Diaper Pants M 30pcs,Huggies,95,68,680,Healthy,41.9,2024-12-29
INV00462,WH012,Patna WH,Bihar,East,PRD033,Whey Protein 500g,Ensure,147,98,980,Healthy,45.0,2024-12-13
INV00463,WH012,Patna WH,Bihar,East,PRD034,Immunity Syrup 200ml,Dabur Chyawanprash,239,95,950,Healthy,75.5,2024-12-23
INV00464,WH012,Patna WH,Bihar,East,PRD035,Pain Relief Gel 30g,Volini,205,76,760,Healthy,80.9,2024-12-08
INV00465,WH012,Patna WH,Bihar,East,PRD036,Energy Bar 50g,RiteBite,326,151,1510,Healthy,64.8,2024-12-17
INV00466,WH012,Patna WH,Bihar,East,PRD037,Mouthwash 250ml,Listerine,3,94,940,Low Stock,1.0,2024-12-04
INV00467,WH012,Patna WH,Bihar,East,PRD038,Hand Sanitizer 100ml,Dettol,146,140,1400,Healthy,31.3,2024-12-02
INV00468,WH012,Patna WH,Bihar,East,PRD039,Glucose Powder 500g,Glucon-D,103,89,890,Healthy,34.7,2024-12-07
